time,source,target,exposure,interest_rate,maturity
2,B13,B63,29.85,0.0386,180
2,B13,B65,47.65,0.0412,14
2,B14,B2,45.34,0.0237,30
2,B14,B13,22.7,0.0315,90
2,B14,B35,24.85,0.0396,14
2,B14,B40,27.95,0.0405,180
2,B14,B50,37.46,0.0126,7
2,B14,B55,44.6,0.0141,14
2,B14,B56,15.1,0.0486,7
2,B14,B64,29.59,0.0216,90
2,B15,B7,20.26,0.0351,14
2,B15,B10,7.51,0.0111,14
2,B15,B16,22.49,0.0184,90
2,B15,B17,11.96,0.0429,30
2,B15,B31,7.1,0.0112,180
2,B15,B32,10.45,0.0455,14
2,B15,B38,34.32,0.0303,30
2,B15,B43,28.02,0.0119,14
2,B15,B46,19.59,0.0205,14
2,B15,B52,45.87,0.0291,180
2,B15,B61,22.82,0.0147,180
2,B16,B7,34.15,0.0109,90
2,B16,B9,10.06,0.0424,30
2,B16,B12,12.3,0.0315,30
2,B16,B17,38.62,0.0448,30
2,B16,B23,5.91,0.0348,30
2,B16,B29,17.95,0.0458,14
2,B16,B34,8.79,0.0119,7
2,B16,B35,16.39,0.0197,7
2,B16,B47,31.38,0.0302,90
2,B16,B49,7.82,0.025,7
2,B16,B52,15.52,0.0444,90
2,B16,B65,35.88,0.0441,30
2,B17,B2,15.75,0.0255,180
2,B17,B4,10.42,0.0468,90
2,B17,B19,27.39,0.0319,7
2,B17,B22,34.05,0.0219,90
2,B17,B28,26.6,0.0412,30
2,B17,B42,29.39,0.0299,7
2,B17,B52,33.45,0.0189,30
2,B17,B54,37.66,0.0423,30
2,B17,B60,8.51,0.0437,90
2,B17,B61,35.17,0.0219,14
2,B17,B64,20.21,0.0357,14
2,B17,B65,5.85,0.024,30
2,B18,B1,40.08,0.0397,180
2,B18,B2,41.06,0.0355,180
2,B18,B11,31.61,0.0478,14
2,B18,B13,23.93,0.0424,14
2,B18,B17,5.15,0.0274,180
2,B18,B26,48.36,0.0399,7
2,B18,B27,28.62,0.0248,180
2,B18,B29,11.77,0.0212,180
2,B18,B30,22.51,0.0144,7
2,B18,B35,45.61,0.0412,14
2,B18,B39,33.83,0.0142,90
2,B18,B42,8.72,0.0177,7
2,B18,B43,45.71,0.0154,90
2,B18,B48,28.96,0.0449,7
2,B18,B50,48.77,0.0146,7
2,B18,B53,23.05,0.026,14
2,B18,B59,37.33,0.0154,30
2,B18,B63,33.49,0.0386,30
2,B19,B6,34.93,0.0258,90
2,B19,B7,39.62,0.0394,7
2,B19,B11,32.5,0.0206,30
2,B19,B15,9.99,0.0273,14
2,B19,B20,10.17,0.0481,180
2,B19,B21,10.98,0.0169,7
2,B19,B32,11.8,0.0442,14
2,B19,B35,39.03,0.0454,7
2,B19,B45,10.14,0.0206,7
2,B19,B54,35.44,0.0434,30
2,B19,B63,20.67,0.0113,14
2,B19,B64,45.79,0.0377,14
2,B20,B9,45.5,0.0321,14
2,B20,B11,36.95,0.0245,30
2,B20,B16,31.83,0.0456,7
2,B20,B23,43.81,0.044,180
2,B20,B28,40.32,0.0366,180
2,B20,B33,26.72,0.0161,180
2,B20,B34,9.78,0.0292,90
2,B20,B36,9.42,0.0298,30
2,B20,B37,18.4,0.013,90
2,B20,B46,46.06,0.0157,14
2,B20,B56,11.55,0.0492,180
2,B21,B3,22.49,0.0361,180
2,B21,B8,28.63,0.0359,7
2,B21,B17,8.87,0.0201,14
2,B21,B23,30.35,0.0164,90
2,B21,B25,5.07,0.0413,30
2,B21,B29,28.54,0.0325,90
2,B21,B38,16.93,0.0143,14
2,B21,B43,24.75,0.0113,180
2,B21,B47,8.0,0.0385,30
2,B21,B54,44.22,0.0491,14
2,B21,B55,31.13,0.0462,30
2,B21,B56,41.2,0.048,180
2,B21,B58,30.03,0.0146,14
2,B22,B1,37.83,0.034,7
2,B22,B10,38.95,0.0417,7
2,B22,B17,12.73,0.0322,90
2,B22,B20,18.7,0.0243,7
2,B22,B26,27.78,0.0357,7
2,B22,B29,24.18,0.0117,7
2,B22,B31,21.08,0.0357,14
2,B22,B36,25.7,0.0395,90
2,B22,B41,28.1,0.0147,90
2,B22,B42,17.74,0.0419,7
2,B22,B52,43.53,0.0346,7
2,B22,B58,31.36,0.0489,180
2,B22,B61,41.59,0.036,14
2,B22,B62,23.71,0.0172,14
2,B22,B63,9.93,0.0328,90
2,B22,B64,38.13,0.0239,7
2,B23,B2,34.77,0.0338,7
2,B23,B6,38.44,0.0333,90
2,B23,B8,33.14,0.0202,90
2,B23,B12,17.44,0.0275,14
2,B23,B36,46.49,0.0219,180
2,B23,B48,9.73,0.0159,7
2,B23,B51,49.62,0.0285,30
2,B23,B56,25.65,0.0344,7
2,B23,B59,26.34,0.0159,30
2,B23,B62,10.37,0.0279,180
2,B23,B63,49.58,0.0267,14
2,B24,B2,33.15,0.0324,14
2,B24,B9,21.51,0.0399,90
2,B24,B13,40.29,0.0211,7
2,B24,B14,37.52,0.0293,14
2,B24,B32,26.11,0.0124,7
2,B24,B34,17.34,0.0341,14
2,B24,B42,6.42,0.0245,180
2,B24,B56,12.69,0.0364,14
2,B24,B60,16.55,0.049,14
2,B24,B63,23.91,0.0173,14
2,B24,B64,26.01,0.0242,180
2,B25,B2,5.4,0.0365,14
2,B25,B8,40.15,0.0352,90
2,B25,B11,5.3,0.0184,7
2,B25,B19,17.27,0.0166,7
2,B25,B26,19.0,0.0223,180
2,B25,B31,7.74,0.035,180
2,B25,B44,43.29,0.0453,14
2,B25,B45,31.14,0.0153,7
2,B25,B51,42.11,0.0197,90
2,B25,B55,46.37,0.0196,90
2,B25,B61,40.99,0.0121,14
2,B25,B64,45.0,0.0236,90
2,B26,B2,13.4,0.0457,30
2,B26,B12,28.42,0.0356,14
2,B26,B22,21.38,0.0113,14
2,B26,B27,38.23,0.028,14
2,B26,B34,25.0,0.0481,30
2,B26,B35,37.99,0.0349,30
2,B26,B52,9.52,0.0386,7
2,B26,B66,17.93,0.0134,7
2,B27,B2,13.59,0.0466,180
2,B27,B22,18.11,0.0488,90
2,B27,B36,27.71,0.0166,90
2,B27,B41,43.66,0.0184,14
2,B27,B44,11.34,0.0237,90
2,B27,B50,12.41,0.0131,7
2,B27,B60,36.24,0.0331,14
2,B27,B64,30.34,0.0228,7
2,B28,B1,11.26,0.0123,14
2,B28,B2,48.43,0.035,14
2,B28,B4,35.27,0.0131,7
2,B28,B13,10.59,0.016,7
2,B28,B16,35.55,0.0286,7
2,B28,B37,34.49,0.0469,7
2,B28,B39,11.49,0.04,30
2,B28,B47,29.05,0.011,14
2,B28,B51,17.25,0.0457,180
2,B28,B56,8.72,0.0321,180
2,B29,B12,16.45,0.0424,180
2,B29,B18,32.52,0.0327,90
2,B29,B24,6.77,0.014,7
2,B29,B26,18.4,0.0348,14
2,B29,B30,20.43,0.0408,7
2,B29,B31,7.39,0.026,30
2,B29,B32,31.66,0.0188,180
2,B29,B45,18.93,0.033,180
2,B29,B49,16.75,0.0153,30
2,B29,B50,34.96,0.0472,7
2,B29,B53,23.56,0.0428,7
2,B29,B55,34.17,0.0358,30
2,B29,B61,31.25,0.0367,7
2,B29,B63,38.24,0.0169,14
2,B29,B66,46.21,0.0111,90
2,B30,B6,30.19,0.0428,90
2,B30,B11,15.17,0.0218,30
2,B30,B14,41.76,0.0242,14
2,B30,B18,15.59,0.0284,30
2,B30,B22,22.18,0.0269,30
2,B30,B37,6.41,0.0495,14
2,B30,B40,13.36,0.0149,90
2,B30,B52,13.47,0.0433,14
2,B30,B57,17.76,0.0162,30
2,B30,B59,27.16,0.0257,180
2,B30,B60,25.44,0.0267,90
2,B30,B64,32.74,0.0202,90
2,B30,B65,11.25,0.0196,180
2,B30,B66,41.89,0.0408,90
2,B31,B12,46.61,0.0179,7
2,B31,B19,36.88,0.0235,14
2,B31,B32,43.55,0.0415,7
2,B31,B33,31.13,0.0127,30
2,B31,B42,30.46,0.0132,180
2,B31,B48,23.19,0.02,7
2,B31,B53,11.33,0.0148,30
2,B31,B58,11.85,0.0433,30
2,B31,B59,22.64,0.0109,180
2,B31,B62,38.51,0.0439,180
2,B32,B2,8.43,0.0115,7
2,B32,B9,22.21,0.018,14
2,B32,B16,38.2,0.049,7
2,B32,B20,15.79,0.0201,180
2,B32,B28,21.52,0.0309,90
2,B32,B37,25.6,0.0199,180
2,B32,B42,8.05,0.0352,30
2,B32,B46,10.14,0.0155,7
2,B32,B50,17.3,0.036,30
2,B32,B63,6.96,0.01,90
2,B32,B64,12.35,0.0402,7
2,B33,B5,27.49,0.037,14
2,B33,B19,17.89,0.0114,14
2,B33,B39,20.41,0.041,7
2,B33,B49,22.68,0.044,7
2,B33,B51,40.83,0.0397,180
2,B33,B53,9.34,0.0467,180
2,B33,B55,13.61,0.0186,7
2,B34,B1,43.87,0.0227,14
2,B34,B2,14.64,0.0264,7
2,B34,B7,6.63,0.0423,14
2,B34,B12,12.49,0.0212,14
2,B34,B22,48.35,0.01,7
2,B34,B25,26.99,0.0452,30
2,B34,B29,28.62,0.0488,7
2,B34,B38,27.74,0.0308,30
2,B34,B46,28.92,0.0273,7
2,B34,B54,14.06,0.0486,7
2,B34,B58,45.88,0.0374,30
2,B35,B12,20.58,0.0301,30
2,B35,B18,24.48,0.0376,7
2,B35,B22,28.18,0.0105,180
2,B35,B25,28.86,0.0355,30
2,B35,B40,24.3,0.0338,30
2,B35,B56,34.99,0.0111,7
2,B36,B12,7.19,0.0331,90
2,B36,B23,11.92,0.0422,90
2,B36,B27,10.07,0.0469,7
2,B36,B29,24.39,0.0366,30
2,B36,B31,36.29,0.0255,180
2,B36,B33,24.03,0.0122,180
2,B36,B38,41.0,0.0358,30
2,B36,B42,48.02,0.0152,90
2,B36,B46,10.65,0.0222,7
2,B36,B57,18.87,0.0364,14
2,B37,B9,31.74,0.0425,30
2,B37,B17,46.24,0.0386,90
2,B37,B18,16.96,0.043,180
2,B37,B19,32.63,0.0386,7
2,B37,B22,42.44,0.0312,30
2,B37,B32,28.53,0.0185,180
2,B37,B36,49.7,0.0222,7
2,B37,B38,7.65,0.048,14
2,B37,B42,33.22,0.0335,30
2,B37,B45,6.73,0.0202,90
2,B37,B52,25.88,0.0433,90
2,B37,B60,25.56,0.0408,30
2,B37,B63,37.84,0.0117,7
2,B37,B66,38.87,0.033,180
2,B38,B1,16.84,0.0392,90
2,B38,B28,27.65,0.0309,180
2,B38,B33,49.52,0.0193,30
2,B38,B49,7.55,0.0281,7
2,B38,B51,47.44,0.0275,90
2,B38,B57,10.4,0.039,14
2,B38,B58,33.57,0.0106,90
2,B39,B2,39.67,0.0359,7
2,B39,B13,25.32,0.0459,30
2,B39,B14,33.27,0.0118,14
2,B39,B25,9.64,0.0304,7
2,B39,B29,45.53,0.0208,7
2,B39,B38,37.15,0.0199,90
2,B39,B40,6.68,0.0339,30
2,B39,B42,16.91,0.0156,14
2,B39,B45,14.33,0.0348,7
2,B39,B61,7.51,0.0139,14
2,B40,B2,7.32,0.0481,90
2,B40,B7,32.8,0.0389,14
2,B40,B8,12.54,0.033,30
2,B40,B13,19.72,0.0348,30
2,B40,B26,30.19,0.0493,30
2,B40,B29,25.28,0.0352,30
2,B40,B50,30.63,0.0465,14
2,B40,B52,9.65,0.0457,7
2,B40,B56,31.62,0.0443,30
2,B40,B61,13.27,0.0243,180
2,B40,B62,38.37,0.0302,180
2,B41,B1,24.16,0.0479,7
2,B41,B4,18.56,0.0274,14
2,B41,B7,39.55,0.0168,90
2,B41,B12,40.22,0.0264,7
2,B41,B21,20.84,0.0307,90
2,B41,B23,49.6,0.0376,180
2,B41,B29,32.48,0.039,90
2,B41,B53,35.35,0.0458,180
2,B41,B61,18.78,0.0335,90
2,B42,B0,10.88,0.0416,30
2,B42,B2,45.06,0.0382,30
2,B42,B3,34.45,0.0112,180
2,B42,B6,34.18,0.0499,14
2,B42,B10,46.68,0.0379,90
2,B42,B12,11.85,0.0423,90
2,B42,B17,42.77,0.028,30
2,B42,B22,11.32,0.0161,90
2,B42,B29,30.8,0.0168,90
2,B42,B32,21.65,0.0169,14
2,B42,B33,19.8,0.0176,30
2,B42,B38,36.58,0.0128,30
2,B42,B56,5.42,0.0181,30
2,B42,B59,23.74,0.021,30
2,B42,B60,11.76,0.018,90
2,B42,B64,17.38,0.0354,14
2,B43,B15,20.99,0.0453,90
2,B43,B22,29.88,0.0231,90
2,B43,B27,5.78,0.0428,7
2,B43,B28,30.64,0.0154,30
2,B43,B33,20.93,0.0138,14
2,B43,B48,11.69,0.049,14
2,B44,B0,9.17,0.0257,30
2,B44,B1,33.07,0.011,14
2,B44,B6,38.58,0.0424,14
2,B44,B8,7.91,0.0195,7
2,B44,B20,28.27,0.039,30
2,B44,B25,46.88,0.0487,14
2,B44,B27,47.19,0.0386,180
2,B44,B34,28.79,0.019,90
2,B44,B38,26.85,0.0403,14
2,B44,B50,33.46,0.0276,90
2,B44,B52,38.33,0.0411,180
2,B44,B58,22.19,0.0432,14
2,B44,B61,6.94,0.0344,7
2,B45,B0,36.3,0.0479,90
2,B45,B11,30.26,0.0459,7
2,B45,B15,9.99,0.0247,14
2,B45,B18,34.35,0.0186,180
2,B45,B24,37.26,0.0441,14
2,B45,B31,49.55,0.0391,90
2,B45,B33,48.61,0.016,14
2,B45,B43,8.73,0.0431,30
2,B45,B50,10.48,0.0261,14
2,B45,B52,45.3,0.0124,14
2,B45,B53,46.0,0.0333,180
2,B45,B58,39.7,0.0465,14
2,B45,B66,10.48,0.0411,180
2,B46,B10,30.28,0.0377,30
2,B46,B11,12.31,0.016,30
2,B46,B12,48.95,0.0367,180
2,B46,B17,6.49,0.0257,180
2,B46,B35,40.54,0.023,30
2,B46,B56,34.64,0.0425,30
2,B46,B61,27.21,0.0319,7
2,B47,B0,13.39,0.0208,14
2,B47,B5,10.79,0.0405,14
2,B47,B23,43.23,0.0235,90
2,B47,B30,30.01,0.0475,180
2,B47,B40,27.99,0.044,180
2,B47,B42,32.28,0.0427,90
2,B47,B44,8.79,0.0265,30
2,B47,B50,18.63,0.0281,30
2,B47,B57,37.21,0.0317,14
2,B47,B61,38.98,0.0216,14
2,B48,B0,28.4,0.0465,180
2,B48,B7,36.96,0.0248,180
2,B48,B12,26.48,0.0483,7
2,B48,B20,8.87,0.0151,30
2,B48,B25,18.91,0.0157,14
2,B48,B38,41.06,0.042,90
2,B48,B46,33.7,0.0489,30
2,B48,B56,15.48,0.033,180
2,B48,B65,28.19,0.0106,90
2,B49,B3,32.55,0.0422,7
2,B49,B24,41.93,0.0242,30
2,B49,B26,15.3,0.0232,30
2,B49,B32,5.84,0.0386,14
2,B49,B48,39.56,0.0118,30
2,B49,B51,7.08,0.0487,14
2,B49,B60,47.51,0.0463,180
2,B50,B0,14.95,0.0379,90
2,B50,B5,38.19,0.0116,90
2,B50,B23,49.75,0.0163,14
2,B50,B24,20.55,0.0286,180
2,B50,B34,23.21,0.045,90
2,B50,B41,43.63,0.0148,180
2,B50,B49,15.16,0.0497,14
2,B50,B61,49.52,0.0429,14
2,B50,B65,19.72,0.0166,180
2,B50,B66,9.73,0.0182,14
2,B51,B1,42.46,0.0336,7
2,B51,B3,20.18,0.0349,180
2,B51,B8,24.84,0.0149,30
2,B51,B11,32.41,0.0372,30
2,B51,B22,47.69,0.0375,180
2,B51,B41,23.3,0.0384,14
2,B51,B48,26.09,0.0404,7
2,B51,B50,31.8,0.0202,14
2,B51,B53,44.71,0.0287,180
2,B51,B65,27.89,0.0246,14
2,B52,B1,11.55,0.0422,7
2,B52,B3,17.75,0.0405,30
2,B52,B4,6.09,0.017,7
2,B52,B5,49.47,0.0206,14
2,B52,B10,9.4,0.0497,14
2,B52,B11,16.94,0.0142,30
2,B52,B30,27.38,0.0447,14
2,B52,B32,36.78,0.0147,30
2,B52,B43,27.16,0.0191,90
2,B52,B45,42.09,0.0432,90
2,B52,B53,23.94,0.0326,7
2,B53,B3,31.64,0.0115,14
2,B53,B25,29.56,0.0298,180
2,B53,B40,35.64,0.0247,7
2,B53,B58,39.14,0.0183,90
2,B54,B2,39.82,0.0467,7
2,B54,B3,19.35,0.0406,14
2,B54,B4,11.36,0.039,90
2,B54,B19,48.89,0.0337,7
2,B54,B20,17.3,0.0301,90
2,B54,B37,15.72,0.0368,30
2,B54,B49,11.92,0.0269,14
2,B54,B53,32.76,0.0457,180
2,B54,B62,36.52,0.0452,180
2,B55,B38,28.49,0.0423,14
2,B55,B41,5.58,0.0239,30
2,B55,B45,36.22,0.0471,7
2,B55,B62,23.95,0.0439,180
2,B56,B3,9.06,0.0403,180
2,B56,B6,21.57,0.0455,7
2,B56,B14,24.92,0.0463,30
2,B56,B16,14.43,0.0281,7
2,B56,B18,14.67,0.041,180
2,B56,B23,12.08,0.034,7
2,B56,B33,46.4,0.0112,30
2,B56,B36,29.3,0.019,180
2,B56,B41,36.81,0.0264,7
2,B56,B50,24.91,0.0439,7
2,B56,B54,35.54,0.0188,7
2,B57,B3,19.95,0.0264,14
2,B57,B14,48.57,0.0387,14
2,B57,B17,32.69,0.0331,14
2,B57,B21,39.94,0.0302,7
2,B57,B31,14.84,0.0219,7
2,B57,B32,15.05,0.0266,14
2,B57,B33,9.09,0.0179,90
2,B57,B35,36.92,0.0472,180
2,B57,B39,36.36,0.0462,90
2,B57,B47,20.31,0.0441,30
2,B57,B50,17.85,0.0274,180
2,B57,B54,19.49,0.0487,180
2,B57,B61,32.22,0.011,180
2,B58,B1,48.64,0.0243,30
2,B58,B8,44.18,0.0403,7
2,B58,B13,25.79,0.0161,7
2,B58,B18,17.18,0.0315,30
2,B58,B36,28.44,0.0161,14
2,B58,B37,25.33,0.0295,90
2,B58,B41,36.77,0.0443,7
2,B58,B44,9.72,0.0393,180
2,B58,B50,5.34,0.0486,90
2,B58,B54,33.81,0.0168,14
2,B58,B55,43.9,0.0286,90
2,B58,B60,23.48,0.0339,7
2,B58,B65,37.56,0.0446,180
2,B59,B8,20.05,0.0324,180
2,B59,B9,34.53,0.0209,14
2,B59,B24,48.09,0.0202,7
2,B59,B30,27.07,0.0372,14
2,B59,B35,7.98,0.0293,14
2,B59,B37,32.83,0.0162,30
2,B59,B44,14.97,0.0121,30
2,B59,B53,25.86,0.0214,30
2,B59,B54,5.68,0.0187,30
2,B59,B60,11.84,0.0339,14
2,B60,B4,21.95,0.0276,180
2,B60,B25,38.33,0.0117,180
2,B60,B39,36.69,0.045,14
2,B60,B40,8.84,0.0272,30
2,B60,B43,22.24,0.0156,7
2,B60,B61,42.07,0.0403,30
2,B60,B62,23.17,0.0187,180
2,B61,B19,47.51,0.0443,7
2,B61,B40,21.32,0.0282,30
2,B61,B50,17.16,0.0154,7
2,B61,B53,6.23,0.0301,180
2,B61,B66,49.33,0.0262,180
2,B62,B3,26.44,0.0444,90
2,B62,B4,28.13,0.0128,14
2,B62,B6,22.17,0.012,90
2,B62,B13,9.15,0.0312,90
2,B62,B16,27.76,0.0181,7
2,B62,B19,33.6,0.0367,90
2,B62,B27,7.65,0.0298,14
2,B62,B28,47.67,0.0271,14
2,B62,B33,35.92,0.039,180
2,B62,B34,41.65,0.0342,30
2,B62,B38,17.17,0.0493,180
2,B62,B52,15.48,0.0115,90
2,B62,B59,48.3,0.0109,90
2,B62,B63,10.02,0.0272,7
2,B63,B2,43.84,0.0375,30
2,B63,B6,32.75,0.0466,90
2,B63,B21,30.89,0.0432,7
2,B63,B31,44.15,0.014,7
2,B63,B33,8.82,0.0248,7
2,B63,B36,14.35,0.0381,90
2,B63,B39,34.71,0.0381,30
2,B63,B42,24.81,0.0318,90
2,B63,B49,11.27,0.0137,14
2,B63,B57,7.61,0.046,90
2,B63,B61,38.42,0.0324,180
2,B64,B1,22.66,0.0293,14
2,B64,B4,23.49,0.0358,180
2,B64,B8,26.49,0.0462,90
2,B64,B11,33.76,0.0186,180
2,B64,B12,39.5,0.0162,30
2,B64,B20,24.63,0.0484,180
2,B64,B29,34.66,0.039,90
2,B64,B30,12.82,0.0288,14
2,B64,B34,49.08,0.0421,180
2,B64,B37,25.9,0.0354,14
2,B64,B38,44.06,0.0103,90
2,B64,B39,37.89,0.0345,90
2,B64,B62,45.32,0.0108,7
2,B64,B66,9.13,0.0358,14
2,B65,B17,8.35,0.0173,90
2,B65,B24,39.56,0.025,180
2,B65,B27,14.15,0.0185,14
2,B65,B34,25.01,0.0239,180
2,B65,B44,20.14,0.0211,30
2,B65,B50,33.79,0.0374,7
2,B65,B56,41.5,0.0139,180
2,B66,B0,45.56,0.0274,7
2,B66,B6,37.89,0.0184,7
2,B66,B28,22.62,0.0269,180
2,B66,B31,6.85,0.0374,14
2,B66,B41,19.58,0.0465,180
2,B66,B47,37.94,0.0103,30
2,B66,B54,35.08,0.0488,7
3,B0,B8,48.66,0.0128,180
3,B0,B27,12.26,0.0362,90
3,B0,B34,21.59,0.0462,180
3,B0,B36,21.12,0.0228,14
3,B0,B37,24.53,0.0434,14
3,B0,B45,13.48,0.0241,180
3,B0,B61,31.41,0.0399,7
3,B0,B66,24.05,0.0476,7
3,B1,B8,36.26,0.0441,90
3,B1,B9,49.36,0.0409,7
3,B1,B22,6.42,0.0318,7
3,B1,B27,19.9,0.043,7
3,B1,B31,10.88,0.0387,90
3,B1,B32,37.67,0.0247,7
3,B1,B33,33.09,0.0136,180
3,B1,B36,45.68,0.0139,7
3,B1,B44,18.08,0.0191,30
3,B1,B49,13.11,0.0481,90
3,B1,B50,44.36,0.035,30
3,B1,B52,17.35,0.0442,180
3,B1,B61,5.31,0.0232,90
3,B1,B65,16.17,0.0453,14
3,B2,B6,27.46,0.0302,30
3,B2,B7,35.02,0.0172,180
3,B2,B9,34.58,0.0258,30
3,B2,B10,21.27,0.0107,90
3,B2,B16,36.72,0.0178,90
3,B2,B25,40.16,0.0439,7
3,B2,B36,19.38,0.0426,90
3,B2,B43,24.51,0.0174,90
3,B2,B50,21.43,0.0483,14
3,B2,B54,48.59,0.0466,14
3,B3,B0,44.91,0.0236,90
3,B3,B20,37.71,0.0313,14
3,B3,B28,29.0,0.0431,14
3,B3,B31,20.34,0.0314,7
3,B3,B42,39.47,0.0129,14
3,B3,B43,32.09,0.0392,30
3,B3,B45,11.16,0.0163,7
3,B3,B46,45.42,0.0387,30
3,B3,B49,30.35,0.0231,14
3,B3,B55,29.22,0.0224,30
3,B3,B57,30.9,0.0345,7
3,B3,B59,47.1,0.0206,180
3,B3,B60,33.81,0.0281,14
3,B4,B12,7.81,0.0492,180
3,B4,B14,13.12,0.0408,14
3,B4,B32,18.49,0.0172,14
3,B4,B35,28.72,0.0369,14
3,B4,B39,12.39,0.0298,14
3,B4,B55,39.96,0.0278,14
3,B4,B61,15.43,0.0436,14
3,B4,B62,15.17,0.0311,180
3,B5,B2,21.29,0.0221,180
3,B5,B6,17.59,0.0219,30
3,B5,B13,34.74,0.0259,180
3,B5,B35,22.49,0.0121,7
3,B5,B36,26.51,0.0151,180
3,B5,B40,18.82,0.0477,7
3,B5,B41,23.32,0.0127,7
3,B5,B46,25.11,0.0426,180
3,B5,B58,36.97,0.0138,90
3,B6,B0,7.47,0.0242,30
3,B6,B9,45.9,0.0427,14
3,B6,B35,49.91,0.0305,180
3,B6,B37,14.95,0.0363,7
3,B6,B38,37.3,0.0105,7
3,B6,B39,16.89,0.0275,14
3,B6,B49,12.71,0.035,180
3,B6,B51,47.67,0.0303,14
3,B6,B52,38.24,0.0424,30
3,B6,B54,45.37,0.0493,90
3,B6,B55,18.38,0.0465,30
3,B6,B65,22.81,0.0486,14
3,B7,B6,44.75,0.0495,90
3,B7,B21,14.31,0.0231,30
3,B7,B29,29.9,0.0442,90
3,B7,B46,16.84,0.0405,14
3,B7,B48,39.39,0.0471,30
3,B7,B56,6.71,0.0474,7
3,B7,B58,20.02,0.0324,180
3,B8,B1,47.23,0.0294,7
3,B8,B11,46.52,0.0254,7
3,B8,B32,20.73,0.0383,7
3,B8,B37,13.75,0.0474,90
3,B8,B39,10.01,0.0228,180
3,B8,B50,33.13,0.0297,14
3,B8,B58,11.67,0.0285,180
3,B9,B0,5.47,0.0269,30
3,B9,B8,7.02,0.0107,180
3,B9,B23,43.01,0.0361,180
3,B9,B27,31.73,0.0104,14
3,B9,B31,27.33,0.0484,90
3,B9,B36,18.19,0.0181,90
3,B9,B37,6.34,0.0461,7
3,B9,B39,35.8,0.0343,30
3,B9,B52,46.42,0.042,7
3,B9,B63,32.33,0.0211,90
3,B9,B66,28.71,0.0168,7
3,B10,B0,25.4,0.0108,14
3,B10,B12,46.87,0.0251,90
3,B10,B16,44.44,0.0476,7
3,B10,B21,41.05,0.0462,90
3,B10,B27,35.14,0.0473,90
3,B10,B32,20.02,0.0138,30
3,B10,B37,7.78,0.0398,180
3,B10,B64,20.09,0.0102,180
3,B11,B18,6.33,0.0452,90
3,B11,B20,48.41,0.0333,90
3,B11,B27,13.91,0.0387,7
3,B11,B28,35.5,0.0486,90
3,B11,B29,46.75,0.0323,90
3,B11,B35,38.42,0.0176,180
3,B11,B36,35.28,0.0124,30
3,B11,B50,5.85,0.0364,30
3,B11,B53,25.63,0.0498,14
3,B11,B57,24.46,0.0324,30
3,B11,B63,33.38,0.0422,30
3,B11,B64,9.51,0.0365,90
3,B12,B0,13.99,0.0474,7
3,B12,B4,8.27,0.0432,90
3,B12,B13,7.93,0.031,30
3,B12,B28,9.63,0.0369,30
3,B12,B39,13.08,0.018,90
3,B12,B56,27.9,0.028,7
3,B12,B58,42.76,0.0408,14
3,B12,B62,35.17,0.0205,30
3,B12,B66,13.63,0.0277,90
3,B13,B9,22.88,0.0397,30
3,B13,B16,18.51,0.0349,30
3,B13,B18,38.41,0.0298,30
3,B13,B20,28.72,0.0269,7
3,B13,B22,16.97,0.0468,90
3,B13,B28,31.71,0.0253,180
3,B13,B29,15.57,0.0474,180
3,B13,B52,21.32,0.0451,180
3,B13,B62,15.24,0.0217,14
3,B13,B66,17.15,0.0448,90
3,B14,B37,24.83,0.0333,7
3,B14,B39,9.51,0.0218,30
3,B14,B41,21.03,0.0384,90
3,B14,B46,19.3,0.048,14
3,B14,B53,19.82,0.0458,14
3,B14,B62,7.36,0.0142,14
3,B15,B5,6.57,0.0167,14
3,B15,B7,15.52,0.0388,14
3,B15,B22,32.57,0.0478,30
3,B15,B29,18.43,0.0207,90
3,B15,B33,42.6,0.0401,7
3,B15,B42,45.53,0.0183,30
3,B15,B46,40.31,0.0289,30
3,B15,B61,18.29,0.0418,7
3,B15,B66,35.49,0.0397,180
3,B16,B2,15.18,0.0365,14
3,B16,B19,32.0,0.0228,180
3,B16,B30,28.13,0.0223,14
3,B16,B32,29.43,0.0285,14
3,B16,B34,43.32,0.0498,180
3,B16,B36,48.4,0.0205,7
3,B16,B39,20.54,0.0481,180
3,B16,B47,8.75,0.0328,180
3,B16,B58,7.68,0.024,14
3,B16,B60,20.81,0.0352,90
3,B16,B61,20.64,0.0477,90
3,B17,B12,27.77,0.0218,90
3,B17,B13,21.21,0.0434,7
3,B17,B20,29.22,0.0322,14
3,B17,B22,19.39,0.0261,14
3,B17,B27,45.86,0.0124,30
3,B17,B28,6.91,0.0184,90
3,B17,B40,32.96,0.0386,30
3,B17,B41,25.8,0.0161,90
3,B17,B42,30.61,0.0123,180
3,B17,B46,33.54,0.0247,90
3,B17,B54,8.49,0.0162,14
3,B17,B55,48.2,0.0196,7
3,B17,B57,19.59,0.0176,30
3,B17,B61,49.57,0.0132,90
3,B17,B66,48.81,0.0395,90
3,B18,B33,42.58,0.0484,90
3,B18,B35,45.06,0.0473,14
3,B18,B49,33.65,0.0208,7
3,B18,B65,22.67,0.0145,180
3,B18,B66,23.77,0.0231,7
3,B19,B11,43.52,0.0353,7
3,B19,B20,29.41,0.0404,90
3,B19,B24,6.26,0.0334,14
3,B19,B28,20.09,0.017,180
